Data_de_Nascimento;Sexo;Renda_Familiar;Recebe_Auxilio;Q_Reprovacoes
26/03/1994;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
18/04/1994;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;5
11/04/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
29/07/1996;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;14
05/11/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;8
23/10/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);1
30/08/1982;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;5
27/02/1996;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;15
02/04/1993;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
23/09/1990;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;7
25/11/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;
10/05/1974;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;10
17/02/1987;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;6
17/11/1984;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
22/05/1998;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
24/03/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
18/03/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;6
06/08/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
27/08/1998;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;6
28/12/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO TRANSPORTE;
27/08/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
23/10/1983;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;27
26/02/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;9
11/10/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;11
24/01/1992;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
30/05/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
01/02/1992;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;26
21/04/1999;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
28/05/1991;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;10
27/12/1991;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;6
03/06/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
11/09/1996;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;13
09/07/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;12
25/06/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
27/11/1984;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
12/03/1997;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;7
21/10/1991;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;5
24/11/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
16/01/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
16/05/1991;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;
19/11/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
20/10/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
24/09/1989;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;10
07/10/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
15/07/1983;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;22
30/05/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
23/12/1988;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
23/08/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;7
14/04/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
06/09/1997;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
04/01/1998;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;
18/10/1994;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
20/07/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
17/11/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;4
09/12/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
27/10/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;8
04/10/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO AO PORTADOR DE NEC. ESPECIAIS;
15/05/1996;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
06/03/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO TRANSPORTE;1
15/01/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
12/06/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;9
09/08/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
16/05/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
29/11/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
24/04/1992;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;20
20/03/1996;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;14
07/06/1988;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;17
15/08/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
17/09/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
28/03/1999;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
05/11/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
03/07/1987;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
04/02/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;7
27/04/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;
14/09/1990;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;8
24/05/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;8
28/01/1992;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;4
12/07/1996;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;20
25/09/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;8
13/07/1988;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;6
16/09/1994;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;3
08/11/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
24/12/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;6
21/01/1989;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;15
07/04/1988;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;26
03/05/2000;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
07/05/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;
13/08/1959;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;4
15/04/1992;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO MORADIA;3
29/08/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
16/02/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;18
15/03/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;11
07/03/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
07/03/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;6
01/03/1999;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
15/04/1989;M;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;22
07/02/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
20/08/1987;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
13/07/1995;M;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;1
24/01/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;
05/06/1980;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;6
02/02/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);24
23/01/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;
01/11/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
02/05/1992;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;7
25/09/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;15
26/07/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;1
08/10/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO TRANSPORTE;7
18/07/1952;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;3
08/03/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);3
02/04/1991;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;3
29/01/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
01/10/1988;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
27/09/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;15
17/06/1994;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;10
23/03/1995;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;13
06/11/1988;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
26/01/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;7
05/09/1993;M;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;
11/03/1998;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
06/07/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;18
13/09/1988;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;6
29/04/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;
03/06/1991;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
06/12/1996;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;8
27/01/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;11
17/01/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;5
13/01/1979;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;8
03/08/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;
11/05/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
01/08/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;11
09/07/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
05/07/1992;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;15
09/08/1998;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;
20/01/1999;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
05/03/1992;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
28/06/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;4
17/05/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;5
11/11/1986;M;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;6
27/07/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;3
03/03/1993;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);13
22/03/1993;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
26/02/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
09/12/1999;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
12/06/2000;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
01/11/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;10
13/09/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
28/01/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
07/08/1988;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;7
31/10/1994;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;18
22/07/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;10
10/11/1986;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
26/09/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;13
07/02/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
13/06/1990;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);AUXÍLIO MORADIA;1
27/09/1993;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;14
05/11/1993;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;1
11/05/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);3
14/04/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;10
21/08/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
17/09/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;19
06/12/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);MORADIA ESTUDANTIL (EXCETO ANGICOS);2
16/09/1987;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
21/04/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
08/08/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;6
24/03/1996;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;6
10/03/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
23/11/1992;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;12
01/10/1998;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
05/03/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;13
05/11/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;9
03/11/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;2
25/11/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
09/01/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;1
01/08/1994;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
15/01/1991;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);BOLSA PERMANÊNCIA ACADÊMICA;
01/06/1985;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;13
28/12/1993;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
06/05/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;6
19/07/1983;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;16
24/04/1996;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;7
05/09/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;
27/01/1992;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;14
14/05/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);BOLSA PERMANÊNCIA ACADÊMICA;
30/11/1995;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;6
28/01/2000;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);2
13/05/1987;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;16
06/04/1999;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
16/04/1996;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;9
23/02/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;10
09/10/1992;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;5
18/10/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
08/11/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
09/03/1993;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
25/06/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;6
02/12/1987;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;24
21/12/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;
27/03/1988;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
19/05/1990;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;3
26/09/1988;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
05/01/1993;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;19
16/09/1966;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;2
06/06/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
17/04/1997;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;4
31/12/1996;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
15/05/1992;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;11
18/08/1999;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
18/01/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;7
17/03/1999;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;7
05/10/1991;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;19
18/05/1986;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;5
09/06/1993;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;7
20/06/1992;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;6
10/12/1995;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);BOLSA PERMANÊNCIA ACADÊMICA;2
09/01/1993;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;4
09/06/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;3
03/06/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;1
16/04/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;18
15/12/1989;M;Renda familiar acima de 20 Salários Mínimos - (13.560,00 ou mais);;12
04/06/1999;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO DIDÁTICO-PEDAGÓGICO;
27/10/1997;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;3
28/11/1993;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;11
03/05/1982;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;10
28/01/1998;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
01/11/1993;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;10
20/05/1994;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
01/08/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;3
13/01/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;8
26/04/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
04/12/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;10
28/03/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;4
31/01/1997;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);BOLSA PERMANÊNCIA ACADÊMICA;3
10/04/1981;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;28
01/09/1998;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;
05/03/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
03/10/1987;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
06/10/1994;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;3
14/10/1994;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;
05/03/1994;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;
10/07/1996;M;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;2
12/02/1979;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;12
13/09/1999;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
30/04/1998;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
01/09/1989;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
12/05/1997;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
21/10/1999;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
21/11/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
05/07/1995;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;2
06/10/1989;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;2
24/03/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
03/12/1977;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
20/08/1998;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;1
15/01/1979;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;4
24/12/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;9
25/08/1995;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;2
06/05/1985;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;3
22/10/1993;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;2
15/07/1997;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;6
21/12/1993;M;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;13
14/02/1991;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;
28/09/1997;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
28/12/1994;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO MORADIA;6
31/07/1988;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;19
13/12/1993;F;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
16/05/1995;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
02/11/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);
03/03/2000;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
03/12/1997;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;2
15/04/1991;F;Renda familiar de 10 a 20 Salários Mínimos - (6.780,00 a 13.560,00);;2
04/05/1992;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;5
05/08/1994;M;Renda familiar de 4 a 10 Salários Mínimos - (2.712,00 a 6.780,00);;
31/01/1993;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);AUXÍLIO ALIMENTAÇÃO (EXCETO MOSSORÓ);6
21/12/1994;F;Renda familiar de 2 a 4 Salários Mínimos - (1.356,00 a 2.712,00);;21
12/06/1989;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;9
01/08/1996;M;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;17
05/02/1996;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;17
25/11/1993;F;Renda familiar de até 2 Salários Mínimos - (Até 1.356,00);;8
